img,output,flag,username,timestamp
/Users/dikshapaliwal/Deep-Learning-Mini-Project/flagged/img/tmpnivx27ek.jpg,/Users/dikshapaliwal/Deep-Learning-Mini-Project/flagged/output/tmpjk0j5mfs.json,,,2023-03-14 11:50:46.036648
